Satellite,Epoch Time,x,y,z
GPS26,2009-06-30 06:00:00,964262.0091981356,22387753.688802365,13315678.99941545
GPS26,2009-06-30 08:00:00,963242.3878553206,22387680.883991446,13315976.901538676
GPS26,2009-06-30 10:00:00,965026.9567999279,22388986.57864579,13313624.601961838
GPS26,2009-06-30 11:59:28,962820.5876692678,22389247.69284371,13313349.402485635
GPS26,2009-06-30 12:00:00,962821.1037696032,22389248.19613009,13313348.5791975
GPS26,2009-06-30 13:59:28,964888.6407685106,22390050.12533731,13311885.26768519
GPS26,2009-06-30 16:00:00,963387.8620442624,22388737.614718534,13314249.008569678
GPS26,2009-06-30 18:00:00,965018.8147643392,22388620.189896986,13314291.688197864
GPS26,2009-06-30 20:00:00,962424.5775130949,22388301.509552293,13315118.72419073
GPS26,2009-06-30 22:00:00,963964.3871985498,22389477.963011567,13313003.242192855
GPS27,2009-06-30 00:00:00,-17640054.63736964,16889552.01685589,11133802.929406017
GPS27,2009-06-30 02:00:00,-17640488.955963556,16888488.228278592,11134798.972561553
GPS27,2009-06-30 04:00:00,-17640615.246797945,16888443.975620534,11134595.24146811
GPS27,2009-06-30 06:00:00,-17642592.25422342,16886536.792483803,11134400.173694624
GPS27,2009-06-30 08:00:00,-17641431.933119472,16888210.17863694,11133404.236701302
GPS27,2009-06-30 10:00:00,-17641390.534396354,16887345.04142575,11134881.76678391
GPS27,2009-06-30 12:00:00,-17639240.756518234,16889518.878887396,11134992.938450359
GPS27,2009-06-30 14:00:00,-17639721.773868915,16889018.55362846,11135007.97967309
GPS27,2009-06-30 15:59:28,-17639745.062232982,16889401.989882693,11134293.088680927
GPS27,2009-06-30 16:00:00,-17639747.55376297,16889400.305082947,11134291.535313807
GPS27,2009-06-30 17:59:28,-17642253.041363765,16887423.366116222,11133281.685959972
GPS27,2009-06-30 20:00:00,-17641845.368070867,16888929.31584354,11131317.770145055
GPS27,2009-06-30 21:59:44,-17641837.954358622,16887738.53532781,11133265.913139079
GPS27,2009-06-30 22:00:00,-17641839.132604733,16887734.589876004,11133270.538361436
GPS27,2009-06-30 23:59:44,-17639299.179915402,16889467.930198614,11134751.648992978
GPS28,2009-06-30 00:00:00,-15924327.096500363,-12960986.408148665,17451677.743496772
GPS28,2009-06-30 02:00:00,-15923902.595085036,-12961895.502770947,17451391.73462422
GPS28,2009-06-30 04:00:00,-15923493.339985495,-12962245.0232278,17451504.6216873
GPS28,2009-06-30 06:00:00,-15922487.787787259,-12963145.487606185,17451796.418048155
GPS28,2009-06-30 08:00:00,-15921978.539645547,-12962849.672343891,17452512.629979677
GPS28,2009-06-30 09:59:44,-15922847.869178481,-12962210.97173953,17452186.701273564
GPS28,2009-06-30 10:00:00,-15922848.40373626,-12962209.885643557,17452186.983770207
GPS28,2009-06-30 11:59:44,-15923556.887422306,-12961015.033709714,17452428.500745136
GPS28,2009-06-30 14:00:00,-15923781.449529784,-12960829.184482358,17452359.897484925
GPS28,2009-06-30 16:00:00,-15923442.476474019,-12961267.985140393,17452349.310444113
GPS28,2009-06-30 18:00:00,-15922861.158134833,-12962469.2579021,17452033.858197033
GPS28,2009-06-30 20:00:00,-15922517.066708142,-12962637.703738634,17452277.740175538
GPS28,2009-06-30 22:00:00,-15923635.08929107,-12961810.957080344,17451873.333981596
GPS29,2009-06-30 00:00:00,3635148.8031275226,23925077.259865094,-10889591.425353374
GPS29,2009-06-30 02:00:00,3636077.9619734203,23925646.939641397,-10888045.475387154
GPS29,2009-06-30 04:00:00,3636431.1991864485,23925722.992378984,-10887742.561470024
GPS29,2009-06-30 06:00:00,3636913.282267009,23925539.392456397,-10887976.645013388
GPS29,2009-06-30 08:00:00,3635934.435463823,23925397.241023812,-10888701.301803967
GPS29,2009-06-30 10:00:00,3635742.8075683573,23925344.40154707,-10888855.062141798
GPS29,2009-06-30 11:59:44,3634815.079213505,23925220.362616397,-10889430.198749484
GPS29,2009-06-30 12:00:00,3634810.534885793,23925218.950876623,-10889435.071016995
GPS29,2009-06-30 13:59:44,3636310.722954106,23925321.395785894,-10888719.536516568
GPS29,2009-06-30 16:00:00,3636791.863883346,23925474.58059754,-10888205.746373542
GPS29,2009-06-30 18:00:00,3637423.0815456496,23925340.53913857,-10888311.972301675
GPS29,2009-06-30 20:00:00,3637045.639313869,23925153.13286665,-10888942.59478649
GPS29,2009-06-30 21:59:44,3637133.4945869697,23925216.507109474,-10888765.916725496
GPS29,2009-06-30 22:00:00,3637136.7960640187,23925217.434260804,-10888762.467200296
GPS29,2009-06-30 23:59:44,3636070.273201742,23925523.601899866,-10888448.993102055
GPS30,2009-06-30 00:00:00,-2973753.2538231043,15501063.53650074,-21727488.626564536
GPS30,2009-06-30 02:00:00,-2972868.8753531417,15501306.37952906,-21727439.588919282
GPS30,2009-06-30 04:00:00,-2972736.730601397,15501363.453649634,-21727407.785502404
GPS30,2009-06-30 05:59:44,-2973643.3916184576,15500932.457765164,-21727608.92486855
GPS30,2009-06-30 06:00:00,-2973640.6273203883,15500932.605122296,-21727609.092109032
GPS30,2009-06-30 08:00:00,-2974742.3367828755,15501161.720724914,-21727340.249554683
GPS30,2009-06-30 10:00:00,-2975070.4112929436,15500974.208132993,-21727432.47514841
GPS30,2009-06-30 12:00:00,-2975650.8305485174,15500828.762893831,-21727454.199374534
GPS30,2009-06-30 14:00:00,-2974462.135268643,15500315.35760441,-21727989.593818784
GPS30,2009-06-30 16:00:00,-2973450.5329780597,15500468.840206156,-21728013.228801668
GPS30,2009-06-30 18:00:00,-2973282.8112662034,15500234.177277843,-21728211.317031316
GPS30,2009-06-30 20:00:00,-2973432.0490004774,15500863.524098773,-21727774.81846726
GPS30,2009-06-30 22:00:00,-2973411.262974737,15500820.82449792,-21727811.26984641
GPS31,2009-06-30 00:00:00,13909603.18462884,5605980.855749164,-21726482.578118313
GPS31,2009-06-30 02:00:00,13908789.619435495,5607100.270564122,-21726709.27049895
GPS31,2009-06-30 04:00:00,13908844.172133831,5606660.9313172875,-21726760.115964048
GPS31,2009-06-30 06:00:00,13908481.629846709,5606458.009742627,-21727059.871107087
GPS31,2009-06-30 07:59:44,13908166.193433102,5606674.765165822,-21727249.175677493
GPS31,2009-06-30 08:00:00,13908163.87189989,5606671.518296128,-21727251.56852908
GPS31,2009-06-30 10:00:00,13907968.020393789,5607211.59176489,-21727233.98545931
GPS31,2009-06-30 12:00:00,13908207.393486422,5606019.529706253,-21727393.0134294
GPS31,2009-06-30 14:00:00,13907668.06051472,5606068.752388166,-21727725.31542108
GPS31,2009-06-30 16:00:00,13908075.23561439,5605051.715819167,-21727706.170584854
GPS31,2009-06-30 18:00:00,13908822.5318018,5604790.122013871,-21727308.438692916
GPS31,2009-06-30 20:00:00,13908920.715806315,5606468.637143879,-21726889.287180312
GPS31,2009-06-30 22:00:00,13908703.382158747,5607263.622016451,-21726813.805185437
GPS32,2009-06-30 00:00:00,20889048.937648367,-7456881.804492173,-14025530.709209824
GPS32,2009-06-30 02:00:00,20889081.37807474,-7457722.471167814,-14025044.691694245
GPS32,2009-06-30 03:59:44,20889969.085659824,-7457113.194375494,-14024111.019236775
GPS32,2009-06-30 04:00:00,20889965.38256619,-7457115.151267311,-14024115.482267588
GPS32,2009-06-30 05:59:44,20889140.97386129,-7458250.543624761,-14024597.587922098
GPS32,2009-06-30 08:00:00,20888787.073344547,-7457387.769067461,-14025519.716994427
GPS32,2009-06-30 10:00:00,20887935.8874692,-7457995.804896306,-14026422.491960347
GPS32,2009-06-30 12:00:00,20888021.869790863,-7457917.536101931,-14026338.272184936
GPS32,2009-06-30 14:00:00,20888203.26099964,-7459188.95225198,-14025407.921783993
GPS32,2009-06-30 16:00:00,20889827.55960545,-7458074.419635787,-14023666.359143201
GPS32,2009-06-30 18:00:00,20889448.510580037,-7459249.648221388,-14023475.60438546
GPS32,2009-06-30 20:00:00,20889527.032399695,-7458085.7377617145,-14023920.171940278
GPS32,2009-06-30 22:00:00,20889022.7238386,-7458180.518586967,-14024593.563432436
