time	GPS	SVclockBias	SVclockDrift	SVclockDriftRate	IODE	Crs	DeltaN	M0	Cuc	Eccentricity	Cus	sqrtA	Toe	Cic	Omega0	Cis	Io	Crc	omega	OmegaDot	IDOT	CodesL2	GPSWeek	L2Pflag	SVacc	health	TGD	IODC	TransTime	FitIntvl
2009-06-30 15:59:44	GPS03	0.000413718633354	5.115907697470001e-12	0.0	22.0	-31.5	5.20378818724e-09	-3.05159346668	-1.61863863468e-06	0.0120038813911	7.76723027229e-06	5153.63736343	230384.0	2.79396772385e-08	-2.18437912859	-9.49949026108e-08	0.926216423832	210.15625	0.908360645553	-8.16248285732e-09	-1.70364239211e-10	1.0	1538.0	0.0	2.0	0.0	-4.19095158577e-09	22.0	223548.0	4.0
2009-06-30 16:00:00	GPS03	0.000413726083934	5.22959453519e-12	0.0	65.0	-31.5	5.20378818724e-09	-3.04925897273	-1.61863863468e-06	0.0120038711466	7.76723027229e-06	5153.63732529	230400.0	2.79396772385e-08	-2.18437923978	-9.49949026108e-08	0.926216404814	210.1875	0.90836013792	-8.16248285732e-09	-1.70364239211e-10	1.0	1538.0	0.0	2.0	0.0	-4.19095158577e-09	65.0	223218.0	4.0
2009-06-30 18:00:00	GPS03	0.000413755886257	5.115907697470001e-12	0.0	23.0	-32.8125	5.27271962994e-09	-1.99913256835	-1.67265534401e-06	0.012005284545	7.15814530849e-06	5153.6341629	237600.0	1.08033418655e-07	-2.18443773309	-1.88127160072e-07	0.926215053078	222.40625	0.908442592372	-8.18498379457e-09	-2.38938524177e-10	1.0	1538.0	0.0	2.0	0.0	-4.19095158577e-09	23.0	230418.0	4.0
2009-06-30 20:00:00	GPS03	0.00041379313916	5.115907697470001e-12	0.0	26.0	-23.25	5.56416034104e-09	-0.949034379274	-1.23307108879e-06	0.0120052684797	7.22706317902e-06	5153.63156891	244800.0	1.58324837685e-07	-2.18449649412	2.53319740295e-07	0.926211128068	220.25	0.908555888062	-8.57750014445e-09	-4.33589489314e-10	1.0	1538.0	0.0	2.0	0.0	-4.19095158577e-09	26.0	242238.0	4.0
2009-06-30 22:00:00	GPS03	0.000413830392063	5.115907697470001e-12	0.0	94.0	-18.4375	5.70273754191e-09	0.101189985026	-7.61821866035e-07	0.0120058734901	7.07432627678e-06	5153.6327076	252000.0	-1.49011611938e-08	-2.18455933816	1.35973095894e-07	0.926207491254	220.9375	0.908546322041	-8.7367924939e-09	-4.0858844792e-10	1.0	1538.0	0.0	2.0	0.0	-4.19095158577e-09	94.0	245388.0	4.0
2009-06-30 00:00:00	GPS04	-0.000153979286552	-1.61435309565e-11	0.0	24.0	69.5625	4.83305845914e-09	-1.98641113221	3.59863042831e-06	0.00860729359556	9.43243503571e-06	5153.76659775	172800.0	4.28408384323e-08	-1.01713085325	-1.00582838059e-07	0.940140475184	186.59375	0.49004924909	-8.11498087867e-09	2.85726187357e-11	1.0	1538.0	0.0	2.0	0.0	-6.053596735e-09	24.0	165618.0	4.0
2009-06-30 02:00:00	GPS04	-0.000154095701873	-1.61435309565e-11	0.0	25.0	78.03125	4.96556397853e-09	-0.936432074406	3.99351119995e-06	0.00860717892647	9.25920903683e-06	5153.76418304	180000.0	2.36555933952e-07	-1.0171887731	2.23517417908e-08	0.940139835889	190.46875	0.490197198384	-8.25820113008e-09	-1.07147320259e-10	1.0	1538.0	0.0	2.0	0.0	-6.053596735e-09	25.0	178710.0	0.0
2009-06-30 04:00:00	GPS04	-0.000154212117195	-1.61435309565e-11	0.0	27.0	77.03125	5.07413992972e-09	0.113765876908	4.03635203838e-06	0.00860815937631	8.63149762154e-06	5153.76633644	187200.0	6.70552253723e-08	-1.01724887124	9.87201929092e-08	0.940138305677	198.96875	0.490127582501	-8.41499337539e-09	-1.23933733766e-10	1.0	1538.0	0.0	2.0	0.0	-6.053596735e-09	27.0	180828.0	4.0
2009-06-30 06:00:00	GPS04	-0.000154328998178	-1.61435309565e-11	0.0	28.0	68.625	5.16985820249e-09	1.16395594748	3.8705766201e-06	0.00860709871631	8.68365168571e-06	5153.76412773	194400.0	-1.86264514923e-09	-1.01730908202	1.32247805595e-07	0.940137321133	201.84375	0.490066962102	-8.37999191744e-09	-1.56077929844e-10	1.0	1538.0	0.0	2.0	0.0	-6.053596735e-09	28.0	187218.0	4.0
2009-06-30 08:00:00	GPS04	-0.0001544454135	-1.61435309565e-11	0.0	67.0	58.0	5.0759257184e-09	2.21389162684	3.05846333504e-06	0.0086070257239	9.0729445219e-06	5153.76725197	201600.0	-2.6635825634e-07	-1.01737009887	-3.53902578354e-08	0.94013746011	196.09375	0.490260947965	-8.18248369043e-09	3.6430088888e-11	1.0	1538.0	0.0	2.0	0.0	-6.053596735e-09	67.0	194418.0	4.0
2009-06-30 10:00:00	GPS04	-0.000154561828822	-1.61435309565e-11	0.0	71.0	56.875	5.0237806892e-09	-3.01910202396	2.90758907795e-06	0.00860821723472	9.57027077675e-06	5153.76481056	208800.0	-9.87201929092e-08	-1.01742843419	-1.35973095894e-07	0.940138430025	186.65625	0.490197646037	-8.04604943597e-09	5.96453416107e-11	1.0	1538.0	0.0	2.0	0.0	-6.053596735e-09	71.0	202620.0	0.0
2009-06-30 12:00:00	GPS04	-0.000154678244144	-1.61435309565e-11	0.0	91.0	66.09375	4.90877589879e-09	-1.96885702666	3.0379742384e-06	0.00860689836554	9.66154038906e-06	5153.76790047	216000.0	8.19563865662e-08	-1.01748745709	-1.11758708954e-07	0.940139108819	178.75	0.490080657941	-8.12640992616e-09	1.88222125921e-10	1.0	1538.0	0.0	2.8	0.0	-6.053596735e-09	91.0	208800.0	0.0
2009-06-30 13:59:44	GPS04	-0.000154793728143	-1.61435309565e-11	0.0	30.0	74.625	4.86091676241e-09	-0.921209298511	4.01958823204e-06	0.00860674970318	9.30391252041e-06	5153.76551819	223184.0	2.01165676117e-07	-1.01754553055	3.72529029846e-09	0.940139945608	181.9375	0.490225674084	-8.22569977627e-09	1.07504477993e-10	1.0	1538.0	0.0	2.0	0.0	-6.053596735e-09	30.0	216000.0	0.0
2009-06-30 16:00:00	GPS04	-0.000154910609126	-1.61435309565e-11	0.0	31.0	74.5	4.7480549184e-09	0.131322960963	4.01958823204e-06	0.00860792014282	9.20705497265e-06	5153.76803398	230400.0	1.30385160446e-07	-1.01760504206	1.4528632164e-07	0.940140438611	191.5625	0.490152889521	-8.26284418063e-09	7.39316509786e-11	1.0	1538.0	0.0	2.0	0.0	-6.053596735e-09	31.0	223200.0	0.0
2009-06-30 18:00:00	GPS04	-0.000155027024448	-1.61435309565e-11	0.0	32.0	64.65625	4.7334114513e-09	1.18155099865	3.52412462234e-06	0.00860657158773	8.96863639355e-06	5153.76498222	237600.0	-1.62050127983e-07	-1.01766269273	5.77419996262e-08	0.940140495665	197.78125	0.490049943976	-8.13212444991e-09	-1.56077929844e-10	1.0	1538.0	0.0	2.0	0.0	-6.053596735e-09	32.0	230400.0	0.0
2009-06-30 20:00:00	GPS04	-0.000155143905431	-1.61435309565e-11	0.0	34.0	55.65625	4.74234029824e-09	2.23152205868	2.80328094959e-06	0.00860642734915	9.22195613384e-06	5153.76750183	244800.0	-1.30385160446e-07	-1.01772127529	-5.77419996262e-08	0.940139325331	194.25	0.490204818724	-8.09926614664e-09	-1.66435504267e-10	1.0	1538.0	0.0	2.0	0.0	-6.053596735e-09	34.0	237618.0	4.0
2009-06-30 22:00:00	GPS04	-0.000155260320753	-1.61435309565e-11	0.0	44.0	53.03125	4.77448480751e-09	-3.00147950504	2.69711017609e-06	0.00860774074681	9.52184200287e-06	5153.76489258	252000.0	-1.67638063431e-08	-1.01777915564	-7.63684511185e-08	0.940138593872	184.375	0.490147091977	-7.9996187452e-09	-1.62506771928e-10	1.0	1538.0	0.0	2.0	0.0	-6.053596735e-09	44.0	244818.0	4.0
2009-06-30 00:00:00	GPS06	0.000177492853254	1.20508047985e-11	0.0	72.0	-17.71875	5.34200823037e-09	-2.75622888891	-8.13975930214e-07	0.00599336519372	8.79541039467e-06	5153.70055962	172800.0	5.77419996262e-08	-2.11601802298	1.88127160072e-07	0.933651358258	193.8125	-1.32738153534	-8.24605776712e-09	-2.29295265354e-10	1.0	1538.0	0.0	2.0	0.0	-4.65661287308e-09	72.0	165618.0	4.0
2009-06-30 01:59:44	GPS06	0.000177580397576	1.20508047985e-11	0.0	45.0	-18.09375	5.33593654889e-09	-1.70832644185	-8.12113285065e-07	0.00599327206146	8.73021781444e-06	5153.70124626	179984.0	-9.12696123123e-08	-2.11607729895	1.82539224625e-07	0.933649605682	197.5625	-1.3274472979	-8.29463121897e-09	-2.10723063176e-10	1.0	1538.0	0.0	2.0	0.0	-4.65661287308e-09	45.0	173940.0	0.0
2009-06-30 02:00:00	GPS06	0.000177580397576	1.20508047985e-11	0.0	73.0	-18.09375	5.33593654889e-09	-1.70599244822	-8.12113285065e-07	0.00599327124655	8.73021781444e-06	5153.70124626	180000.0	-9.12696123123e-08	-2.11607742476	1.82539224625e-07	0.933649605682	197.5625	-1.32744759926	-8.29463121897e-09	-2.10365905442e-10	1.0	1538.0	0.0	2.0	0.0	-4.65661287308e-09	73.0	172800.0	0.0
2009-06-30 03:59:44	GPS06	0.000177667476237	1.20508047985e-11	0.0	82.0	-29.90625	5.42022577416e-09	-0.658382382897	-1.67824327946e-06	0.00599243515171	8.83638858795e-06	5153.69825554	187184.0	-1.02445483208e-07	-2.11613846209	-3.72529029846e-08	0.933647722907	197.8125	-1.32722009794	-8.47785313661e-09	-1.25719522437e-10	1.0	1538.0	0.0	2.0	0.0	-4.65661287308e-09	82.0	180000.0	0.0
2009-06-30 06:00:00	GPS06	0.000177754554898	1.20508047985e-11	0.0	83.0	-33.28125	5.41772567002e-09	0.394061273479	-1.8198043108e-06	0.00599185063038	8.44523310661e-06	5153.69704819	194400.0	-5.02914190292e-08	-2.11619938678	-1.00582838059e-07	0.933646616941	203.03125	-1.32715709445	-8.49392523465e-09	-1.82864759908e-10	1.0	1538.0	0.0	2.0	0.0	-4.65661287308e-09	83.0	187200.0	0.0
2009-06-30 08:00:00	GPS06	0.000177841633558	1.20508047985e-11	0.0	84.0	-34.09375	5.32593613233e-09	1.44424084762	-1.82166695595e-06	0.00599192641676	8.4638595581e-06	5153.69708252	201600.0	9.49949026108e-08	-2.11626041387	-1.99303030968e-07	0.933646001052	202.125	-1.32716381656	-8.34499045949e-09	-1.57149403046e-10	1.0	1538.0	0.0	2.0	0.0	-4.65661287308e-09	84.0	194400.0	0.0
2009-06-30 10:00:00	GPS06	0.000177928712219	1.20508047985e-11	0.0	100.0	-20.4375	5.17950127232e-09	2.49413317048	-1.18650496006e-06	0.0059910363052	8.35210084915e-06	5153.70062637	208800.0	1.30385160446e-07	-2.11631943384	-2.98023223877e-08	0.933645132079	203.34375	-1.32688542325	-8.21355605751e-09	-2.0929442901e-10	1.0	1538.0	0.0	2.0	0.0	-4.65661287308e-09	100.0	201618.0	4.0
