Satellite,Epoch Time,Parameter,Value
QZSS03,2021-03-19 07:00:00,SVacc,2.8
QZSS03,2021-03-19 07:00:00,health,0.0
QZSS03,2021-03-19 07:00:00,TGD,0.0
QZSS03,2021-03-19 07:00:00,IODC,825.0
QZSS03,2021-03-19 07:00:00,TransTime,453606.0
QZSS03,2021-03-19 07:00:00,FitIntvl,0.0
QZSS07,2021-03-19 08:00:00,SVclockBias,-1.350417733192e-08
QZSS07,2021-03-19 08:00:00,SVclockDrift,0.0
QZSS07,2021-03-19 08:00:00,SVclockDriftRate,0.0
QZSS07,2021-03-19 08:00:00,IODE,61.0
QZSS07,2021-03-19 08:00:00,Crs,-465.21875
QZSS07,2021-03-19 08:00:00,DeltaN,0.0
QZSS07,2021-03-19 08:00:00,M0,1.13211854471
QZSS07,2021-03-19 08:00:00,Cuc,-1.497380435467e-05
QZSS07,2021-03-19 08:00:00,Eccentricity,0.0001397537998855
QZSS07,2021-03-19 08:00:00,Cus,6.185844540596e-06
QZSS07,2021-03-19 08:00:00,sqrtA,6493.439983368
QZSS07,2021-03-19 08:00:00,Toe,460800.0
QZSS07,2021-03-19 08:00:00,Cic,2.285465598106e-06
QZSS07,2021-03-19 08:00:00,Omega0,0.3820400733197
QZSS07,2021-03-19 08:00:00,Cis,4.153698682785e-06
QZSS07,2021-03-19 08:00:00,Io,0.001239787962145
QZSS07,2021-03-19 08:00:00,Crc,-191.15625
QZSS07,2021-03-19 08:00:00,omega,2.88936098946
QZSS07,2021-03-19 08:00:00,OmegaDot,1.107188976008e-09
QZSS07,2021-03-19 08:00:00,IDOT,0.0
QZSS07,2021-03-19 08:00:00,CodesL2,2.0
QZSS07,2021-03-19 08:00:00,GPSWeek,2149.0
QZSS07,2021-03-19 08:00:00,L2Pflag,0.0
QZSS07,2021-03-19 08:00:00,SVacc,2.8
QZSS07,2021-03-19 08:00:00,health,0.0
QZSS07,2021-03-19 08:00:00,TGD,-5.587935447693e-09
QZSS07,2021-03-19 08:00:00,IODC,829.0
QZSS07,2021-03-19 08:00:00,TransTime,457206.0
QZSS07,2021-03-19 08:00:00,FitIntvl,0.0
QZSS02,2021-03-19 08:00:00,SVclockBias,3.648921847343e-06
QZSS02,2021-03-19 08:00:00,SVclockDrift,6.821210263297e-13
QZSS02,2021-03-19 08:00:00,SVclockDriftRate,0.0
QZSS02,2021-03-19 08:00:00,IODE,61.0
QZSS02,2021-03-19 08:00:00,Crs,725.03125
QZSS02,2021-03-19 08:00:00,DeltaN,2.511533186867e-09
QZSS02,2021-03-19 08:00:00,M0,-1.804360334073
QZSS02,2021-03-19 08:00:00,Cuc,2.391263842583e-05
QZSS02,2021-03-19 08:00:00,Eccentricity,0.07465565903112
QZSS02,2021-03-19 08:00:00,Cus,-8.54954123497e-07
QZSS02,2021-03-19 08:00:00,sqrtA,6493.666824341
QZSS02,2021-03-19 08:00:00,Toe,460800.0
QZSS02,2021-03-19 08:00:00,Cic,-2.570450305939e-07
QZSS02,2021-03-19 08:00:00,Omega0,1.724487403205
QZSS02,2021-03-19 08:00:00,Cis,1.851469278336e-06
QZSS02,2021-03-19 08:00:00,Io,0.7417573187468
QZSS02,2021-03-19 08:00:00,Crc,241.84375
QZSS02,2021-03-19 08:00:00,omega,-1.566841333619
QZSS02,2021-03-19 08:00:00,OmegaDot,-3.560862609935e-09
QZSS02,2021-03-19 08:00:00,IDOT,-1.739358165535e-10
QZSS02,2021-03-19 08:00:00,CodesL2,2.0
QZSS02,2021-03-19 08:00:00,GPSWeek,2149.0
QZSS02,2021-03-19 08:00:00,L2Pflag,0.0
QZSS02,2021-03-19 08:00:00,SVacc,2.8
QZSS02,2021-03-19 08:00:00,health,0.0
QZSS02,2021-03-19 08:00:00,TGD,9.313225746155e-10
QZSS02,2021-03-19 08:00:00,IODC,829.0
QZSS02,2021-03-19 08:00:00,TransTime,457206.0
QZSS02,2021-03-19 08:00:00,FitIntvl,0.0
QZSS03,2021-03-19 08:00:00,SVclockBias,-1.951586455107e-06
QZSS03,2021-03-19 08:00:00,SVclockDrift,-5.684341886081e-13
QZSS03,2021-03-19 08:00:00,SVclockDriftRate,0.0
QZSS03,2021-03-19 08:00:00,IODE,61.0
QZSS03,2021-03-19 08:00:00,Crs,-823.78125
QZSS03,2021-03-19 08:00:00,DeltaN,2.151875348531e-09
QZSS03,2021-03-19 08:00:00,M0,2.766944516608
QZSS03,2021-03-19 08:00:00,Cuc,-2.462230622768e-05
QZSS03,2021-03-19 08:00:00,Eccentricity,0.07449473347515
QZSS03,2021-03-19 08:00:00,Cus,1.164153218269e-06
QZSS03,2021-03-19 08:00:00,sqrtA,6493.237426758
QZSS03,2021-03-19 08:00:00,Toe,460800.0
QZSS03,2021-03-19 08:00:00,Cic,-1.639127731323e-07
QZSS03,2021-03-19 08:00:00,Omega0,-2.858417248232
QZSS03,2021-03-19 08:00:00,Cis,-2.98023223877e-07
QZSS03,2021-03-19 08:00:00,Io,0.7128478089954
QZSS03,2021-03-19 08:00:00,Crc,163.0
QZSS03,2021-03-19 08:00:00,omega,-1.572360559266
QZSS03,2021-03-19 08:00:00,OmegaDot,-2.226164157244e-09
QZSS03,2021-03-19 08:00:00,IDOT,-3.696582548929e-10
QZSS03,2021-03-19 08:00:00,CodesL2,2.0
QZSS03,2021-03-19 08:00:00,GPSWeek,2149.0
QZSS03,2021-03-19 08:00:00,L2Pflag,0.0
QZSS03,2021-03-19 08:00:00,SVacc,2.8
QZSS03,2021-03-19 08:00:00,health,0.0
QZSS03,2021-03-19 08:00:00,TGD,0.0
QZSS03,2021-03-19 08:00:00,IODC,829.0
QZSS03,2021-03-19 08:00:00,TransTime,457206.0
QZSS03,2021-03-19 08:00:00,FitIntvl,0.0
QZSS07,2021-03-19 09:00:00,SVclockBias,-1.303851604462e-08
QZSS07,2021-03-19 09:00:00,SVclockDrift,0.0
QZSS07,2021-03-19 09:00:00,SVclockDriftRate,0.0
QZSS07,2021-03-19 09:00:00,IODE,65.0
QZSS07,2021-03-19 09:00:00,Crs,-439.15625
QZSS07,2021-03-19 09:00:00,DeltaN,0.0
QZSS07,2021-03-19 09:00:00,M0,1.374382303442
QZSS07,2021-03-19 09:00:00,Cuc,-1.415424048901e-05
QZSS07,2021-03-19 09:00:00,Eccentricity,0.0001405961811543
QZSS07,2021-03-19 09:00:00,Cus,6.575137376785e-06
QZSS07,2021-03-19 09:00:00,sqrtA,6493.447198868
QZSS07,2021-03-19 09:00:00,Toe,464400.0
QZSS07,2021-03-19 09:00:00,Cic,-8.773058652878e-07
QZSS07,2021-03-19 09:00:00,Omega0,0.3790110516973
QZSS07,2021-03-19 09:00:00,Cis,4.487112164497e-06
QZSS07,2021-03-19 09:00:00,Io,0.001235763474509
QZSS07,2021-03-19 09:00:00,Crc,-203.84375
QZSS07,2021-03-19 09:00:00,omega,2.91264048239
QZSS07,2021-03-19 09:00:00,OmegaDot,1.061115628297e-09
QZSS07,2021-03-19 09:00:00,IDOT,0.0
QZSS07,2021-03-19 09:00:00,CodesL2,2.0
QZSS07,2021-03-19 09:00:00,GPSWeek,2149.0
QZSS07,2021-03-19 09:00:00,L2Pflag,0.0
QZSS07,2021-03-19 09:00:00,SVacc,2.8
QZSS07,2021-03-19 09:00:00,health,0.0
QZSS07,2021-03-19 09:00:00,TGD,-5.587935447693e-09
QZSS07,2021-03-19 09:00:00,IODC,833.0
QZSS07,2021-03-19 09:00:00,TransTime,460806.0
QZSS07,2021-03-19 09:00:00,FitIntvl,0.0
QZSS02,2021-03-19 09:00:00,SVclockBias,3.652181476355e-06
QZSS02,2021-03-19 09:00:00,SVclockDrift,7.958078640513e-13
QZSS02,2021-03-19 09:00:00,SVclockDriftRate,0.0
QZSS02,2021-03-19 09:00:00,IODE,65.0
QZSS02,2021-03-19 09:00:00,Crs,652.53125
QZSS02,2021-03-19 09:00:00,DeltaN,2.50581866312e-09
QZSS02,2021-03-19 09:00:00,M0,-1.541726095012
QZSS02,2021-03-19 09:00:00,Cuc,2.234987914562e-05
QZSS02,2021-03-19 09:00:00,Eccentricity,0.07465239916928
QZSS02,2021-03-19 09:00:00,Cus,-3.457069396973e-06
QZSS02,2021-03-19 09:00:00,sqrtA,6493.693593979
QZSS02,2021-03-19 09:00:00,Toe,464400.0
QZSS02,2021-03-19 09:00:00,Cic,-1.54972076416e-06
QZSS02,2021-03-19 09:00:00,Omega0,1.72447517321
QZSS02,2021-03-19 09:00:00,Cis,1.279637217522e-06
QZSS02,2021-03-19 09:00:00,Io,0.7417543753556
QZSS02,2021-03-19 09:00:00,Crc,341.0625
QZSS02,2021-03-19 09:00:00,omega,-1.566988040896
QZSS02,2021-03-19 09:00:00,OmegaDot,-3.937306861778e-09
QZSS02,2021-03-19 09:00:00,IDOT,-3.464430021702e-11
QZSS02,2021-03-19 09:00:00,CodesL2,2.0
QZSS02,2021-03-19 09:00:00,GPSWeek,2149.0
QZSS02,2021-03-19 09:00:00,L2Pflag,0.0
QZSS02,2021-03-19 09:00:00,SVacc,2.8
QZSS02,2021-03-19 09:00:00,health,0.0
QZSS02,2021-03-19 09:00:00,TGD,9.313225746155e-10
QZSS02,2021-03-19 09:00:00,IODC,833.0
QZSS02,2021-03-19 09:00:00,TransTime,460806.0
QZSS02,2021-03-19 09:00:00,FitIntvl,0.0
QZSS03,2021-03-19 09:00:00,SVclockBias,-1.952983438969e-06
QZSS03,2021-03-19 09:00:00,SVclockDrift,-4.547473508865e-13
QZSS03,2021-03-19 09:00:00,SVclockDriftRate,0.0
QZSS03,2021-03-19 09:00:00,IODE,65.0
QZSS03,2021-03-19 09:00:00,Crs,-759.59375
QZSS03,2021-03-19 09:00:00,DeltaN,1.841862435249e-09
QZSS03,2021-03-19 09:00:00,M0,3.029448298487
QZSS03,2021-03-19 09:00:00,Cuc,-2.310425043106e-05
QZSS03,2021-03-19 09:00:00,Eccentricity,0.07448090182152
QZSS03,2021-03-19 09:00:00,Cus,4.833564162254e-06
QZSS03,2021-03-19 09:00:00,sqrtA,6493.267702103
QZSS03,2021-03-19 09:00:00,Toe,464400.0
QZSS03,2021-03-19 09:00:00,Cic,2.868473529816e-07
QZSS03,2021-03-19 09:00:00,Omega0,-2.858428391279
QZSS03,2021-03-19 09:00:00,Cis,-1.862645149231e-09
QZSS03,2021-03-19 09:00:00,Io,0.7128466620676
QZSS03,2021-03-19 09:00:00,Crc,1.96875
QZSS03,2021-03-19 09:00:00,omega,-1.572320974165
QZSS03,2021-03-19 09:00:00,OmegaDot,-2.324025376414e-09
QZSS03,2021-03-19 09:00:00,IDOT,-1.982225424788e-10
QZSS03,2021-03-19 09:00:00,CodesL2,2.0
QZSS03,2021-03-19 09:00:00,GPSWeek,2149.0
QZSS03,2021-03-19 09:00:00,L2Pflag,0.0
QZSS03,2021-03-19 09:00:00,SVacc,2.8
QZSS03,2021-03-19 09:00:00,health,0.0
QZSS03,2021-03-19 09:00:00,TGD,0.0
QZSS03,2021-03-19 09:00:00,IODC,833.0
QZSS03,2021-03-19 09:00:00,TransTime,460806.0
QZSS03,2021-03-19 09:00:00,FitIntvl,0.0
QZSS01,2021-03-19 09:00:00,SVclockBias,-0.0003563915379345
QZSS01,2021-03-19 09:00:00,SVclockDrift,-3.410605131648e-12
QZSS01,2021-03-19 09:00:00,SVclockDriftRate,0.0
QZSS01,2021-03-19 09:00:00,IODE,65.0
QZSS01,2021-03-19 09:00:00,Crs,-120.5625
QZSS01,2021-03-19 09:00:00,DeltaN,2.4836748836e-09
QZSS01,2021-03-19 09:00:00,M0,0.7230523194485
QZSS01,2021-03-19 09:00:00,Cuc,-4.293397068977e-06
QZSS01,2021-03-19 09:00:00,Eccentricity,0.07490661402699
QZSS01,2021-03-19 09:00:00,Cus,3.384426236153e-06
QZSS01,2021-03-19 09:00:00,sqrtA,6492.971269608
QZSS01,2021-03-19 09:00:00,Toe,464400.0
QZSS01,2021-03-19 09:00:00,Cic,-1.447275280952e-06
QZSS01,2021-03-19 09:00:00,Omega0,-0.5584921727893
QZSS01,2021-03-19 09:00:00,Cis,-2.039596438408e-06
QZSS01,2021-03-19 09:00:00,Io,0.731113359406
QZSS01,2021-03-19 09:00:00,Crc,81.59375
QZSS01,2021-03-19 09:00:00,omega,-1.572020465922
QZSS01,2021-03-19 09:00:00,OmegaDot,-2.352955152884e-09
QZSS01,2021-03-19 09:00:00,IDOT,6.107397254753e-10
QZSS01,2021-03-19 09:00:00,CodesL2,2.0
QZSS01,2021-03-19 09:00:00,GPSWeek,2149.0
QZSS01,2021-03-19 09:00:00,L2Pflag,0.0
QZSS01,2021-03-19 09:00:00,SVacc,2.8
QZSS01,2021-03-19 09:00:00,health,0.0
QZSS01,2021-03-19 09:00:00,TGD,-5.587935447693e-09
QZSS01,2021-03-19 09:00:00,IODC,833.0
QZSS01,2021-03-19 09:00:00,TransTime,461376.0
QZSS01,2021-03-19 09:00:00,FitIntvl,0.0
QZSS07,2021-03-19 10:00:00,SVclockBias,-1.257285475731e-08
QZSS07,2021-03-19 10:00:00,SVclockDrift,0.0
QZSS07,2021-03-19 10:00:00,SVclockDriftRate,0.0
QZSS07,2021-03-19 10:00:00,IODE,69.0
QZSS07,2021-03-19 10:00:00,Crs,-414.59375
QZSS07,2021-03-19 10:00:00,DeltaN,0.0
QZSS07,2021-03-19 10:00:00,M0,1.604260057059
QZSS07,2021-03-19 10:00:00,Cuc,-1.339241862297e-05
QZSS07,2021-03-19 10:00:00,Eccentricity,0.0001409479882568
QZSS07,2021-03-19 10:00:00,Cus,7.724389433861e-06
QZSS07,2021-03-19 10:00:00,sqrtA,6493.458415985
QZSS07,2021-03-19 10:00:00,Toe,468000.0
QZSS07,2021-03-19 10:00:00,Cic,-3.185123205185e-06
QZSS07,2021-03-19 10:00:00,Omega0,0.3749026964307
QZSS07,2021-03-19 10:00:00,Cis,2.594664692879e-06
QZSS07,2021-03-19 10:00:00,Io,0.001233368677613
QZSS07,2021-03-19 10:00:00,Crc,-241.25
QZSS07,2021-03-19 10:00:00,omega,2.949383895049
QZSS07,2021-03-19 10:00:00,OmegaDot,9.857553463812e-10
QZSS07,2021-03-19 10:00:00,IDOT,0.0
QZSS07,2021-03-19 10:00:00,CodesL2,2.0
QZSS07,2021-03-19 10:00:00,GPSWeek,2149.0
QZSS07,2021-03-19 10:00:00,L2Pflag,0.0
QZSS07,2021-03-19 10:00:00,SVacc,2.8
QZSS07,2021-03-19 10:00:00,health,0.0
QZSS07,2021-03-19 10:00:00,TGD,-5.587935447693e-09
QZSS07,2021-03-19 10:00:00,IODC,837.0
QZSS07,2021-03-19 10:00:00,TransTime,464406.0
QZSS07,2021-03-19 10:00:00,FitIntvl,0.0
QZSS01,2021-03-19 10:00:00,SVclockBias,-0.0003564041107893
QZSS01,2021-03-19 10:00:00,SVclockDrift,-3.410605131648e-12
QZSS01,2021-03-19 10:00:00,SVclockDriftRate,0.0
QZSS01,2021-03-19 10:00:00,IODE,69.0
QZSS01,2021-03-19 10:00:00,Crs,-151.375
QZSS01,2021-03-19 10:00:00,DeltaN,2.001154784701e-09
QZSS01,2021-03-19 10:00:00,M0,0.9855796601603
QZSS01,2021-03-19 10:00:00,Cuc,-5.299225449562e-06
QZSS01,2021-03-19 10:00:00,Eccentricity,0.07490906841122
QZSS01,2021-03-19 10:00:00,Cus,2.587214112282e-06
QZSS01,2021-03-19 10:00:00,sqrtA,6492.983036041
QZSS01,2021-03-19 10:00:00,Toe,468000.0
QZSS01,2021-03-19 10:00:00,Cic,5.457550287247e-07
QZSS01,2021-03-19 10:00:00,Omega0,-0.558503839561
QZSS01,2021-03-19 10:00:00,Cis,-2.90758907795e-06
QZSS01,2021-03-19 10:00:00,Io,0.7311180070968
QZSS01,2021-03-19 10:00:00,Crc,104.03125
QZSS01,2021-03-19 10:00:00,omega,-1.571969783125
QZSS01,2021-03-19 10:00:00,OmegaDot,-1.751144370763e-09
QZSS01,2021-03-19 10:00:00,IDOT,4.957349350642e-10
QZSS01,2021-03-19 10:00:00,CodesL2,2.0
QZSS01,2021-03-19 10:00:00,GPSWeek,2149.0
QZSS01,2021-03-19 10:00:00,L2Pflag,0.0
QZSS01,2021-03-19 10:00:00,SVacc,2.8
QZSS01,2021-03-19 10:00:00,health,0.0
QZSS01,2021-03-19 10:00:00,TGD,-5.587935447693e-09
QZSS01,2021-03-19 10:00:00,IODC,837.0
QZSS01,2021-03-19 10:00:00,TransTime,464406.0
QZSS01,2021-03-19 10:00:00,FitIntvl,0.0
QZSS02,2021-03-19 10:00:00,SVclockBias,3.655906766653e-06
QZSS02,2021-03-19 10:00:00,SVclockDrift,7.958078640513e-13
QZSS02,2021-03-19 10:00:00,SVclockDriftRate,0.0
QZSS02,2021-03-19 10:00:00,IODE,69.0
QZSS02,2021-03-19 10:00:00,Crs,635.90625
QZSS02,2021-03-19 10:00:00,DeltaN,1.706142496255e-09
QZSS02,2021-03-19 10:00:00,M0,-1.279247700613
QZSS02,2021-03-19 10:00:00,Cuc,2.151913940907e-05
QZSS02,2021-03-19 10:00:00,Eccentricity,0.07465240790043
QZSS02,2021-03-19 10:00:00,Cus,-3.34158539772e-06
QZSS02,2021-03-19 10:00:00,sqrtA,6493.692041397
QZSS02,2021-03-19 10:00:00,Toe,468000.0
QZSS02,2021-03-19 10:00:00,Cic,8.195638656616e-08
QZSS02,2021-03-19 10:00:00,Omega0,1.724463269446
QZSS02,2021-03-19 10:00:00,Cis,4.656612873077e-07
QZSS02,2021-03-19 10:00:00,Io,0.7417631557899
QZSS02,2021-03-19 10:00:00,Crc,332.84375
QZSS02,2021-03-19 10:00:00,omega,-1.566978101831
QZSS02,2021-03-19 10:00:00,OmegaDot,-2.804402528908e-09
QZSS02,2021-03-19 10:00:00,IDOT,2.607251459631e-11
QZSS02,2021-03-19 10:00:00,CodesL2,2.0
QZSS02,2021-03-19 10:00:00,GPSWeek,2149.0
QZSS02,2021-03-19 10:00:00,L2Pflag,0.0
QZSS02,2021-03-19 10:00:00,SVacc,2.8
QZSS02,2021-03-19 10:00:00,health,0.0
QZSS02,2021-03-19 10:00:00,TGD,9.313225746155e-10
QZSS02,2021-03-19 10:00:00,IODC,837.0
QZSS02,2021-03-19 10:00:00,TransTime,464406.0
QZSS02,2021-03-19 10:00:00,FitIntvl,0.0
QZSS03,2021-03-19 10:00:00,SVclockBias,-1.954846084118e-06
QZSS03,2021-03-19 10:00:00,SVclockDrift,-4.547473508865e-13
QZSS03,2021-03-19 10:00:00,SVclockDriftRate,0.0
QZSS03,2021-03-19 10:00:00,IODE,69.0
QZSS03,2021-03-19 10:00:00,Crs,-761.9375
QZSS03,2021-03-19 10:00:00,DeltaN,1.453989135912e-09
QZSS03,2021-03-19 10:00:00,M0,-2.991199787432
QZSS03,2021-03-19 10:00:00,Cuc,-2.314895391464e-05
QZSS03,2021-03-19 10:00:00,Eccentricity,0.07446766388603
QZSS03,2021-03-19 10:00:00,Cus,8.458271622658e-06
QZSS03,2021-03-19 10:00:00,sqrtA,6493.295852661
QZSS03,2021-03-19 10:00:00,Toe,468000.0
QZSS03,2021-03-19 10:00:00,Cic,3.166496753693e-07
QZSS03,2021-03-19 10:00:00,Omega0,-2.858437712993
QZSS03,2021-03-19 10:00:00,Cis,1.713633537292e-07
QZSS03,2021-03-19 10:00:00,Io,0.7128461003071
QZSS03,2021-03-19 10:00:00,Crc,-163.5
QZSS03,2021-03-19 10:00:00,omega,-1.572321876786
QZSS03,2021-03-19 10:00:00,OmegaDot,-2.329382742427e-09
QZSS03,2021-03-19 10:00:00,IDOT,-1.375057276655e-10
QZSS03,2021-03-19 10:00:00,CodesL2,2.0
QZSS03,2021-03-19 10:00:00,GPSWeek,2149.0
QZSS03,2021-03-19 10:00:00,L2Pflag,0.0
QZSS03,2021-03-19 10:00:00,SVacc,2.8
QZSS03,2021-03-19 10:00:00,health,0.0
QZSS03,2021-03-19 10:00:00,TGD,0.0
QZSS03,2021-03-19 10:00:00,IODC,837.0
QZSS03,2021-03-19 10:00:00,TransTime,464406.0
QZSS03,2021-03-19 10:00:00,FitIntvl,0.0
QZSS07,2021-03-19 11:00:00,SVclockBias,-1.257285475731e-08
QZSS07,2021-03-19 11:00:00,SVclockDrift,0.0
QZSS07,2021-03-19 11:00:00,SVclockDriftRate,0.0
QZSS07,2021-03-19 11:00:00,IODE,73.0
QZSS07,2021-03-19 11:00:00,Crs,-414.15625
QZSS07,2021-03-19 11:00:00,DeltaN,0.0
QZSS07,2021-03-19 11:00:00,M0,1.84687333179
QZSS07,2021-03-19 11:00:00,Cuc,-1.337938010693e-05
QZSS07,2021-03-19 11:00:00,Eccentricity,0.0001405588118359
QZSS07,2021-03-19 11:00:00,Cus,8.54954123497e-06
QZSS07,2021-03-19 11:00:00,sqrtA,6493.46529007
QZSS07,2021-03-19 11:00:00,Toe,471600.0
QZSS07,2021-03-19 11:00:00,Cic,-3.417953848839e-06
QZSS07,2021-03-19 11:00:00,Omega0,0.3708307985455
QZSS07,2021-03-19 11:00:00,Cis,1.676380634308e-08
QZSS07,2021-03-19 11:00:00,Io,0.001233147776983
QZSS07,2021-03-19 11:00:00,Crc,-267.65625
QZSS07,2021-03-19 11:00:00,omega,2.973353921886
QZSS07,2021-03-19 11:00:00,OmegaDot,9.414677873409e-10
QZSS07,2021-03-19 11:00:00,IDOT,0.0
QZSS07,2021-03-19 11:00:00,CodesL2,2.0
QZSS07,2021-03-19 11:00:00,GPSWeek,2149.0
QZSS07,2021-03-19 11:00:00,L2Pflag,0.0
QZSS07,2021-03-19 11:00:00,SVacc,2.8
QZSS07,2021-03-19 11:00:00,health,0.0
QZSS07,2021-03-19 11:00:00,TGD,-5.587935447693e-09
QZSS07,2021-03-19 11:00:00,IODC,841.0
QZSS07,2021-03-19 11:00:00,TransTime,468006.0
QZSS07,2021-03-19 11:00:00,FitIntvl,0.0
QZSS01,2021-03-19 11:00:00,SVclockBias,-0.0003564166836441
QZSS01,2021-03-19 11:00:00,SVclockDrift,-3.410605131648e-12
QZSS01,2021-03-19 11:00:00,SVclockDriftRate,0.0
QZSS01,2021-03-19 11:00:00,IODE,73.0
QZSS01,2021-03-19 11:00:00,Crs,-166.0625
QZSS01,2021-03-19 11:00:00,DeltaN,1.795431929804e-09
QZSS01,2021-03-19 11:00:00,M0,1.248107907881
QZSS01,2021-03-19 11:00:00,Cuc,-5.779787898064e-06
QZSS01,2021-03-19 11:00:00,Eccentricity,0.07491012336686
QZSS01,2021-03-19 11:00:00,Cus,1.59814953804e-06
QZSS01,2021-03-19 11:00:00,sqrtA,6492.991985321
QZSS01,2021-03-19 11:00:00,Toe,471600.0
QZSS01,2021-03-19 11:00:00,Cic,2.313405275345e-06
QZSS01,2021-03-19 11:00:00,Omega0,-0.5585106099459
QZSS01,2021-03-19 11:00:00,Cis,-1.581385731697e-06
QZSS01,2021-03-19 11:00:00,Io,0.7311203214332
QZSS01,2021-03-19 11:00:00,Crc,135.125
QZSS01,2021-03-19 11:00:00,omega,-1.571924814487
QZSS01,2021-03-19 11:00:00,OmegaDot,-1.541135623056e-09
QZSS01,2021-03-19 11:00:00,IDOT,1.903650723265e-10
QZSS01,2021-03-19 11:00:00,CodesL2,2.0
QZSS01,2021-03-19 11:00:00,GPSWeek,2149.0
QZSS01,2021-03-19 11:00:00,L2Pflag,0.0
QZSS01,2021-03-19 11:00:00,SVacc,2.8
QZSS01,2021-03-19 11:00:00,health,0.0
QZSS01,2021-03-19 11:00:00,TGD,-5.587935447693e-09
QZSS01,2021-03-19 11:00:00,IODC,841.0
QZSS01,2021-03-19 11:00:00,TransTime,468006.0
QZSS01,2021-03-19 11:00:00,FitIntvl,0.0
QZSS02,2021-03-19 11:00:00,SVclockBias,3.658700734377e-06
QZSS02,2021-03-19 11:00:00,SVclockDrift,7.958078640513e-13
QZSS02,2021-03-19 11:00:00,SVclockDriftRate,0.0
QZSS02,2021-03-19 11:00:00,IODE,73.0
QZSS02,2021-03-19 11:00:00,Crs,570.875
QZSS02,2021-03-19 11:00:00,DeltaN,9.828980845076e-10
QZSS02,2021-03-19 11:00:00,M0,-1.016906555726
QZSS02,2021-03-19 11:00:00,Cuc,1.929141581059e-05
QZSS02,2021-03-19 11:00:00,Eccentricity,0.07464964780957
QZSS02,2021-03-19 11:00:00,Cus,-9.704381227493e-07
QZSS02,2021-03-19 11:00:00,sqrtA,6493.664100647
QZSS02,2021-03-19 11:00:00,Toe,471600.0
QZSS02,2021-03-19 11:00:00,Cic,8.344650268555e-07
QZSS02,2021-03-19 11:00:00,Omega0,1.724461039958
QZSS02,2021-03-19 11:00:00,Cis,2.695247530937e-06
QZSS02,2021-03-19 11:00:00,Io,0.7417728256785
QZSS02,2021-03-19 11:00:00,Crc,232.03125
QZSS02,2021-03-19 11:00:00,omega,-1.566833994159
QZSS02,2021-03-19 11:00:00,OmegaDot,-1.405772841796e-09
QZSS02,2021-03-19 11:00:00,IDOT,-4.682337895311e-10
QZSS02,2021-03-19 11:00:00,CodesL2,2.0
QZSS02,2021-03-19 11:00:00,GPSWeek,2149.0
QZSS02,2021-03-19 11:00:00,L2Pflag,0.0
QZSS02,2021-03-19 11:00:00,SVacc,2.8
QZSS02,2021-03-19 11:00:00,health,0.0
QZSS02,2021-03-19 11:00:00,TGD,9.313225746155e-10
QZSS02,2021-03-19 11:00:00,IODC,841.0
QZSS02,2021-03-19 11:00:00,TransTime,468006.0
QZSS02,2021-03-19 11:00:00,FitIntvl,0.0
QZSS03,2021-03-19 11:00:00,SVclockBias,-1.957174390554e-06
QZSS03,2021-03-19 11:00:00,SVclockDrift,-4.547473508865e-13
QZSS03,2021-03-19 11:00:00,SVclockDriftRate,0.0
QZSS03,2021-03-19 11:00:00,IODE,73.0
QZSS03,2021-03-19 11:00:00,Crs,-777.53125
QZSS03,2021-03-19 11:00:00,DeltaN,1.109689080147e-09
QZSS03,2021-03-19 11:00:00,M0,-2.728659529153
QZSS03,2021-03-19 11:00:00,Cuc,-2.336129546165e-05
QZSS03,2021-03-19 11:00:00,Eccentricity,0.07446443173103
QZSS03,2021-03-19 11:00:00,Cus,9.25175845623e-06
QZSS03,2021-03-19 11:00:00,sqrtA,6493.302436829
QZSS03,2021-03-19 11:00:00,Toe,471600.0
QZSS03,2021-03-19 11:00:00,Cic,-8.177012205124e-07
QZSS03,2021-03-19 11:00:00,Omega0,-2.858453165796
QZSS03,2021-03-19 11:00:00,Cis,8.940696716309e-07
QZSS03,2021-03-19 11:00:00,Io,0.712846941485
QZSS03,2021-03-19 11:00:00,Crc,-207.875
QZSS03,2021-03-19 11:00:00,omega,-1.572324381302
QZSS03,2021-03-19 11:00:00,OmegaDot,-2.077586539819e-09
QZSS03,2021-03-19 11:00:00,IDOT,2.996553389905e-10
QZSS03,2021-03-19 11:00:00,CodesL2,2.0
QZSS03,2021-03-19 11:00:00,GPSWeek,2149.0
QZSS03,2021-03-19 11:00:00,L2Pflag,0.0
QZSS03,2021-03-19 11:00:00,SVacc,2.8
QZSS03,2021-03-19 11:00:00,health,0.0
QZSS03,2021-03-19 11:00:00,TGD,0.0
QZSS03,2021-03-19 11:00:00,IODC,841.0
QZSS03,2021-03-19 11:00:00,TransTime,468006.0
QZSS03,2021-03-19 11:00:00,FitIntvl,0.0
QZSS07,2021-03-19 12:00:00,SVclockBias,-1.257285475731e-08
QZSS07,2021-03-19 12:00:00,SVclockDrift,1.136868377216e-13
QZSS07,2021-03-19 12:00:00,SVclockDriftRate,0.0
QZSS07,2021-03-19 12:00:00,IODE,77.0
QZSS07,2021-03-19 12:00:00,Crs,-411.1875
QZSS07,2021-03-19 12:00:00,DeltaN,0.0
QZSS07,2021-03-19 12:00:00,M0,2.113259578292
QZSS07,2021-03-19 12:00:00,Cuc,-1.329928636551e-05
