Satellite,Epoch Time,Parameter,Value
QZSS03,2021-03-19 03:00:00,sqrtA,6493.300876617
QZSS03,2021-03-19 03:00:00,Toe,442800.0
QZSS03,2021-03-19 03:00:00,Cic,2.076849341393e-06
QZSS03,2021-03-19 03:00:00,Omega0,-2.858377786017
QZSS03,2021-03-19 03:00:00,Cis,1.862645149231e-08
QZSS03,2021-03-19 03:00:00,Io,0.7128584502615
QZSS03,2021-03-19 03:00:00,Crc,279.84375
QZSS03,2021-03-19 03:00:00,omega,-1.57203643221
QZSS03,2021-03-19 03:00:00,OmegaDot,-1.27933900389e-09
QZSS03,2021-03-19 03:00:00,IDOT,-1.432202514126e-10
QZSS03,2021-03-19 03:00:00,CodesL2,2.0
QZSS03,2021-03-19 03:00:00,GPSWeek,2149.0
QZSS03,2021-03-19 03:00:00,L2Pflag,0.0
QZSS03,2021-03-19 03:00:00,SVacc,2.8
QZSS03,2021-03-19 03:00:00,health,0.0
QZSS03,2021-03-19 03:00:00,TGD,0.0
QZSS03,2021-03-19 03:00:00,IODC,809.0
QZSS03,2021-03-19 03:00:00,TransTime,439206.0
QZSS03,2021-03-19 03:00:00,FitIntvl,0.0
QZSS07,2021-03-19 04:00:00,SVclockBias,-1.303851604462e-08
QZSS07,2021-03-19 04:00:00,SVclockDrift,0.0
QZSS07,2021-03-19 04:00:00,SVclockDriftRate,0.0
QZSS07,2021-03-19 04:00:00,IODE,45.0
QZSS07,2021-03-19 04:00:00,Crs,-409.125
QZSS07,2021-03-19 04:00:00,DeltaN,0.0
QZSS07,2021-03-19 04:00:00,M0,0.05193093808059
QZSS07,2021-03-19 04:00:00,Cuc,-1.338496804237e-05
QZSS07,2021-03-19 04:00:00,Eccentricity,0.0001450933050364
QZSS07,2021-03-19 04:00:00,Cus,4.960224032402e-06
QZSS07,2021-03-19 04:00:00,sqrtA,6493.45665741
QZSS07,2021-03-19 04:00:00,Toe,446400.0
QZSS07,2021-03-19 04:00:00,Cic,-1.136213541031e-07
QZSS07,2021-03-19 04:00:00,Omega0,0.3840500964281
QZSS07,2021-03-19 04:00:00,Cis,-2.637505531311e-06
QZSS07,2021-03-19 04:00:00,Io,0.001252518275271
QZSS07,2021-03-19 04:00:00,Crc,-146.0625
QZSS07,2021-03-19 04:00:00,omega,2.91748593332
QZSS07,2021-03-19 04:00:00,OmegaDot,9.593256740507e-10
QZSS07,2021-03-19 04:00:00,IDOT,0.0
QZSS07,2021-03-19 04:00:00,CodesL2,2.0
QZSS07,2021-03-19 04:00:00,GPSWeek,2149.0
QZSS07,2021-03-19 04:00:00,L2Pflag,0.0
QZSS07,2021-03-19 04:00:00,SVacc,2.8
QZSS07,2021-03-19 04:00:00,health,0.0
QZSS07,2021-03-19 04:00:00,TGD,-5.587935447693e-09
QZSS07,2021-03-19 04:00:00,IODC,813.0
QZSS07,2021-03-19 04:00:00,TransTime,442806.0
QZSS07,2021-03-19 04:00:00,FitIntvl,0.0
QZSS01,2021-03-19 04:00:00,SVclockBias,-0.0003563282079995
QZSS01,2021-03-19 04:00:00,SVclockDrift,-3.410605131648e-12
QZSS01,2021-03-19 04:00:00,SVclockDriftRate,0.0
QZSS01,2021-03-19 04:00:00,IODE,45.0
QZSS01,2021-03-19 04:00:00,Crs,-69.59375
QZSS01,2021-03-19 04:00:00,DeltaN,3.024054535438e-09
QZSS01,2021-03-19 04:00:00,M0,-0.5897958547705
QZSS01,2021-03-19 04:00:00,Cuc,-2.333894371986e-06
QZSS01,2021-03-19 04:00:00,Eccentricity,0.07490593020339
QZSS01,2021-03-19 04:00:00,Cus,3.507360816002e-06
QZSS01,2021-03-19 04:00:00,sqrtA,6492.96686554
QZSS01,2021-03-19 04:00:00,Toe,446400.0
QZSS01,2021-03-19 04:00:00,Cic,-6.61239027977e-07
QZSS01,2021-03-19 04:00:00,Omega0,-0.5584176005402
QZSS01,2021-03-19 04:00:00,Cis,3.8743019104e-07
QZSS01,2021-03-19 04:00:00,Io,0.7311083942621
QZSS01,2021-03-19 04:00:00,Crc,60.3125
QZSS01,2021-03-19 04:00:00,omega,-1.572082818417
QZSS01,2021-03-19 04:00:00,OmegaDot,-3.304066199048e-09
QZSS01,2021-03-19 04:00:00,IDOT,-9.250385315679e-11
QZSS01,2021-03-19 04:00:00,CodesL2,2.0
QZSS01,2021-03-19 04:00:00,GPSWeek,2149.0
QZSS01,2021-03-19 04:00:00,L2Pflag,0.0
QZSS01,2021-03-19 04:00:00,SVacc,2.8
QZSS01,2021-03-19 04:00:00,health,0.0
QZSS01,2021-03-19 04:00:00,TGD,-5.587935447693e-09
QZSS01,2021-03-19 04:00:00,IODC,813.0
QZSS01,2021-03-19 04:00:00,TransTime,442806.0
QZSS01,2021-03-19 04:00:00,FitIntvl,0.0
QZSS02,2021-03-19 04:00:00,SVclockBias,3.639608621597e-06
QZSS02,2021-03-19 04:00:00,SVclockDrift,6.821210263297e-13
QZSS02,2021-03-19 04:00:00,SVclockDriftRate,0.0
QZSS02,2021-03-19 04:00:00,IODE,45.0
QZSS02,2021-03-19 04:00:00,Crs,858.5625
QZSS02,2021-03-19 04:00:00,DeltaN,2.087229798642e-09
QZSS02,2021-03-19 04:00:00,M0,-2.854541630065
QZSS02,2021-03-19 04:00:00,Cuc,2.549961209297e-05
QZSS02,2021-03-19 04:00:00,Eccentricity,0.07465576962568
QZSS02,2021-03-19 04:00:00,Cus,5.003064870834e-06
QZSS02,2021-03-19 04:00:00,sqrtA,6493.642364502
QZSS02,2021-03-19 04:00:00,Toe,446400.0
QZSS02,2021-03-19 04:00:00,Cic,6.891787052155e-08
QZSS02,2021-03-19 04:00:00,Omega0,1.724515808685
QZSS02,2021-03-19 04:00:00,Cis,1.173466444016e-07
QZSS02,2021-03-19 04:00:00,Io,0.7417641359451
QZSS02,2021-03-19 04:00:00,Crc,20.0
QZSS02,2021-03-19 04:00:00,omega,-1.566636134489
QZSS02,2021-03-19 04:00:00,OmegaDot,-2.424029541989e-09
QZSS02,2021-03-19 04:00:00,IDOT,1.971510692762e-10
QZSS02,2021-03-19 04:00:00,CodesL2,2.0
QZSS02,2021-03-19 04:00:00,GPSWeek,2149.0
QZSS02,2021-03-19 04:00:00,L2Pflag,0.0
QZSS02,2021-03-19 04:00:00,SVacc,2.8
QZSS02,2021-03-19 04:00:00,health,0.0
QZSS02,2021-03-19 04:00:00,TGD,9.313225746155e-10
QZSS02,2021-03-19 04:00:00,IODC,813.0
QZSS02,2021-03-19 04:00:00,TransTime,442806.0
QZSS02,2021-03-19 04:00:00,FitIntvl,0.0
QZSS03,2021-03-19 04:00:00,SVclockBias,-1.943204551935e-06
QZSS03,2021-03-19 04:00:00,SVclockDrift,-5.684341886081e-13
QZSS03,2021-03-19 04:00:00,SVclockDriftRate,0.0
QZSS03,2021-03-19 04:00:00,IODE,45.0
QZSS03,2021-03-19 04:00:00,Crs,-519.46875
QZSS03,2021-03-19 04:00:00,DeltaN,1.74828710889e-09
QZSS03,2021-03-19 04:00:00,M0,1.716468147114
QZSS03,2021-03-19 04:00:00,Cuc,-1.773051917553e-05
QZSS03,2021-03-19 04:00:00,Eccentricity,0.07448011578526
QZSS03,2021-03-19 04:00:00,Cus,-2.078711986542e-06
QZSS03,2021-03-19 04:00:00,sqrtA,6493.299699783
QZSS03,2021-03-19 04:00:00,Toe,446400.0
QZSS03,2021-03-19 04:00:00,Cic,6.146728992462e-08
QZSS03,2021-03-19 04:00:00,Omega0,-2.858387997185
QZSS03,2021-03-19 04:00:00,Cis,-5.774199962616e-07
QZSS03,2021-03-19 04:00:00,Io,0.7128476363711
QZSS03,2021-03-19 04:00:00,Crc,278.8125
QZSS03,2021-03-19 04:00:00,omega,-1.572040456698
QZSS03,2021-03-19 04:00:00,OmegaDot,-2.672968482723e-09
QZSS03,2021-03-19 04:00:00,IDOT,-1.214336296267e-10
QZSS03,2021-03-19 04:00:00,CodesL2,2.0
QZSS03,2021-03-19 04:00:00,GPSWeek,2149.0
QZSS03,2021-03-19 04:00:00,L2Pflag,0.0
QZSS03,2021-03-19 04:00:00,SVacc,2.8
QZSS03,2021-03-19 04:00:00,health,0.0
QZSS03,2021-03-19 04:00:00,TGD,0.0
QZSS03,2021-03-19 04:00:00,IODC,813.0
QZSS03,2021-03-19 04:00:00,TransTime,442806.0
QZSS03,2021-03-19 04:00:00,FitIntvl,0.0
QZSS07,2021-03-19 05:00:00,SVclockBias,-1.350417733192e-08
QZSS07,2021-03-19 05:00:00,SVclockDrift,0.0
QZSS07,2021-03-19 05:00:00,SVclockDriftRate,0.0
QZSS07,2021-03-19 05:00:00,IODE,49.0
QZSS07,2021-03-19 05:00:00,Crs,-411.15625
QZSS07,2021-03-19 05:00:00,DeltaN,0.0
QZSS07,2021-03-19 05:00:00,M0,0.3144172571065
QZSS07,2021-03-19 05:00:00,Cuc,-1.34501606226e-05
QZSS07,2021-03-19 05:00:00,Eccentricity,0.0001455135643482
QZSS07,2021-03-19 05:00:00,Cus,4.781410098076e-06
QZSS07,2021-03-19 05:00:00,sqrtA,6493.457643509
QZSS07,2021-03-19 05:00:00,Toe,450000.0
QZSS07,2021-03-19 05:00:00,Cic,1.925975084305e-06
QZSS07,2021-03-19 05:00:00,Omega0,0.3840526594605
QZSS07,2021-03-19 05:00:00,Cis,-2.85916030407e-06
QZSS07,2021-03-19 05:00:00,Io,0.001250519929175
QZSS07,2021-03-19 05:00:00,Crc,-141.875
QZSS07,2021-03-19 05:00:00,omega,2.917508983057
QZSS07,2021-03-19 05:00:00,OmegaDot,9.593256740507e-10
QZSS07,2021-03-19 05:00:00,IDOT,0.0
QZSS07,2021-03-19 05:00:00,CodesL2,2.0
QZSS07,2021-03-19 05:00:00,GPSWeek,2149.0
QZSS07,2021-03-19 05:00:00,L2Pflag,0.0
QZSS07,2021-03-19 05:00:00,SVacc,2.8
QZSS07,2021-03-19 05:00:00,health,0.0
QZSS07,2021-03-19 05:00:00,TGD,-5.587935447693e-09
QZSS07,2021-03-19 05:00:00,IODC,817.0
QZSS07,2021-03-19 05:00:00,TransTime,446406.0
QZSS07,2021-03-19 05:00:00,FitIntvl,0.0
QZSS01,2021-03-19 05:00:00,SVclockBias,-0.0003563407808542
QZSS01,2021-03-19 05:00:00,SVclockDrift,-3.410605131648e-12
QZSS01,2021-03-19 05:00:00,SVclockDriftRate,0.0
QZSS01,2021-03-19 05:00:00,IODE,49.0
QZSS01,2021-03-19 05:00:00,Crs,-77.625
QZSS01,2021-03-19 05:00:00,DeltaN,3.180489623016e-09
QZSS01,2021-03-19 05:00:00,M0,-0.3272240106278
QZSS01,2021-03-19 05:00:00,Cuc,-2.587214112282e-06
QZSS01,2021-03-19 05:00:00,Eccentricity,0.07490489259362
QZSS01,2021-03-19 05:00:00,Cus,3.434717655182e-06
QZSS01,2021-03-19 05:00:00,sqrtA,6492.963445663
QZSS01,2021-03-19 05:00:00,Toe,450000.0
QZSS01,2021-03-19 05:00:00,Cic,-3.166496753693e-07
QZSS01,2021-03-19 05:00:00,Omega0,-0.5584326100797
QZSS01,2021-03-19 05:00:00,Cis,1.303851604462e-07
QZSS01,2021-03-19 05:00:00,Io,0.7311076540255
QZSS01,2021-03-19 05:00:00,Crc,63.59375
QZSS01,2021-03-19 05:00:00,omega,-1.572073258247
QZSS01,2021-03-19 05:00:00,OmegaDot,-3.501931583793e-09
QZSS01,2021-03-19 05:00:00,IDOT,6.643133856047e-11
QZSS01,2021-03-19 05:00:00,CodesL2,2.0
QZSS01,2021-03-19 05:00:00,GPSWeek,2149.0
QZSS01,2021-03-19 05:00:00,L2Pflag,0.0
QZSS01,2021-03-19 05:00:00,SVacc,2.8
QZSS01,2021-03-19 05:00:00,health,0.0
QZSS01,2021-03-19 05:00:00,TGD,-5.587935447693e-09
QZSS01,2021-03-19 05:00:00,IODC,817.0
QZSS01,2021-03-19 05:00:00,TransTime,446406.0
QZSS01,2021-03-19 05:00:00,FitIntvl,0.0
QZSS02,2021-03-19 05:00:00,SVclockBias,3.641936928034e-06
QZSS02,2021-03-19 05:00:00,SVclockDrift,6.821210263297e-13
QZSS02,2021-03-19 05:00:00,SVclockDriftRate,0.0
QZSS02,2021-03-19 05:00:00,IODE,49.0
QZSS02,2021-03-19 05:00:00,Crs,943.53125
QZSS02,2021-03-19 05:00:00,DeltaN,1.978653847446e-09
QZSS02,2021-03-19 05:00:00,M0,-2.592098892832
QZSS02,2021-03-19 05:00:00,Cuc,2.762675285339e-05
QZSS02,2021-03-19 05:00:00,Eccentricity,0.07466682570521
QZSS02,2021-03-19 05:00:00,Cus,2.609565854073e-06
QZSS02,2021-03-19 05:00:00,sqrtA,6493.616470337
QZSS02,2021-03-19 05:00:00,Toe,450000.0
QZSS02,2021-03-19 05:00:00,Cic,-1.922249794006e-06
QZSS02,2021-03-19 05:00:00,Omega0,1.7244970965
QZSS02,2021-03-19 05:00:00,Cis,3.557652235031e-07
QZSS02,2021-03-19 05:00:00,Io,0.7417674289737
QZSS02,2021-03-19 05:00:00,Crc,125.03125
QZSS02,2021-03-19 05:00:00,omega,-1.566574911367
QZSS02,2021-03-19 05:00:00,OmegaDot,-1.915436928494e-09
QZSS02,2021-03-19 05:00:00,IDOT,7.950331163205e-10
QZSS02,2021-03-19 05:00:00,CodesL2,2.0
QZSS02,2021-03-19 05:00:00,GPSWeek,2149.0
QZSS02,2021-03-19 05:00:00,L2Pflag,0.0
QZSS02,2021-03-19 05:00:00,SVacc,2.8
QZSS02,2021-03-19 05:00:00,health,0.0
QZSS02,2021-03-19 05:00:00,TGD,9.313225746155e-10
QZSS02,2021-03-19 05:00:00,IODC,817.0
QZSS02,2021-03-19 05:00:00,TransTime,446406.0
QZSS02,2021-03-19 05:00:00,FitIntvl,0.0
QZSS03,2021-03-19 05:00:00,SVclockBias,-1.945532858372e-06
QZSS03,2021-03-19 05:00:00,SVclockDrift,-5.684341886081e-13
QZSS03,2021-03-19 05:00:00,SVclockDriftRate,0.0
QZSS03,2021-03-19 05:00:00,IODE,49.0
QZSS03,2021-03-19 05:00:00,Crs,-624.875
QZSS03,2021-03-19 05:00:00,DeltaN,2.471531520637e-09
QZSS03,2021-03-19 05:00:00,M0,1.979129856851
QZSS03,2021-03-19 05:00:00,Cuc,-2.034939825535e-05
QZSS03,2021-03-19 05:00:00,Eccentricity,0.07448451849632
QZSS03,2021-03-19 05:00:00,Cus,-6.61239027977e-07
QZSS03,2021-03-19 05:00:00,sqrtA,6493.275997162
QZSS03,2021-03-19 05:00:00,Toe,450000.0
QZSS03,2021-03-19 05:00:00,Cic,5.550682544708e-07
QZSS03,2021-03-19 05:00:00,Omega0,-2.858401994385
QZSS03,2021-03-19 05:00:00,Cis,-1.806765794754e-06
QZSS03,2021-03-19 05:00:00,Io,0.7128432563943
QZSS03,2021-03-19 05:00:00,Crc,217.34375
QZSS03,2021-03-19 05:00:00,omega,-1.572163760211
QZSS03,2021-03-19 05:00:00,OmegaDot,-3.239063491424e-09
QZSS03,2021-03-19 05:00:00,IDOT,1.367914121971e-10
QZSS03,2021-03-19 05:00:00,CodesL2,2.0
QZSS03,2021-03-19 05:00:00,GPSWeek,2149.0
QZSS03,2021-03-19 05:00:00,L2Pflag,0.0
QZSS03,2021-03-19 05:00:00,SVacc,2.8
QZSS03,2021-03-19 05:00:00,health,0.0
QZSS03,2021-03-19 05:00:00,TGD,0.0
QZSS03,2021-03-19 05:00:00,IODC,817.0
QZSS03,2021-03-19 05:00:00,TransTime,446406.0
QZSS03,2021-03-19 05:00:00,FitIntvl,0.0
QZSS07,2021-03-19 06:00:00,SVclockBias,-1.396983861923e-08
QZSS07,2021-03-19 06:00:00,SVclockDrift,0.0
QZSS07,2021-03-19 06:00:00,SVclockDriftRate,0.0
QZSS07,2021-03-19 06:00:00,IODE,53.0
QZSS07,2021-03-19 06:00:00,Crs,-424.8125
QZSS07,2021-03-19 06:00:00,DeltaN,0.0
QZSS07,2021-03-19 06:00:00,M0,0.5856746375281
QZSS07,2021-03-19 06:00:00,Cuc,-1.384131610394e-05
QZSS07,2021-03-19 06:00:00,Eccentricity,0.0001429885160178
QZSS07,2021-03-19 06:00:00,Cus,5.543231964111e-06
QZSS07,2021-03-19 06:00:00,sqrtA,6493.45075798
QZSS07,2021-03-19 06:00:00,Toe,453600.0
QZSS07,2021-03-19 06:00:00,Cic,3.935769200325e-06
QZSS07,2021-03-19 06:00:00,Omega0,0.3840246343389
QZSS07,2021-03-19 06:00:00,Cis,-1.253560185432e-06
QZSS07,2021-03-19 06:00:00,Io,0.001247836937417
QZSS07,2021-03-19 06:00:00,Crc,-168.4375
QZSS07,2021-03-19 06:00:00,omega,2.908792064259
QZSS07,2021-03-19 06:00:00,OmegaDot,1.015399438319e-09
QZSS07,2021-03-19 06:00:00,IDOT,0.0
QZSS07,2021-03-19 06:00:00,CodesL2,2.0
QZSS07,2021-03-19 06:00:00,GPSWeek,2149.0
QZSS07,2021-03-19 06:00:00,L2Pflag,0.0
QZSS07,2021-03-19 06:00:00,SVacc,2.8
QZSS07,2021-03-19 06:00:00,health,0.0
QZSS07,2021-03-19 06:00:00,TGD,-5.587935447693e-09
QZSS07,2021-03-19 06:00:00,IODC,821.0
QZSS07,2021-03-19 06:00:00,TransTime,450006.0
QZSS07,2021-03-19 06:00:00,FitIntvl,0.0
QZSS02,2021-03-19 06:00:00,SVclockBias,3.64426523447e-06
QZSS02,2021-03-19 06:00:00,SVclockDrift,6.821210263297e-13
QZSS02,2021-03-19 06:00:00,SVclockDriftRate,0.0
QZSS02,2021-03-19 06:00:00,IODE,53.0
QZSS02,2021-03-19 06:00:00,Crs,973.1875
QZSS02,2021-03-19 06:00:00,DeltaN,1.504348376434e-09
QZSS02,2021-03-19 06:00:00,M0,-2.329625495761
QZSS02,2021-03-19 06:00:00,Cuc,2.87052243948e-05
QZSS02,2021-03-19 06:00:00,Eccentricity,0.07467012538109
QZSS02,2021-03-19 06:00:00,Cus,2.27615237236e-06
QZSS02,2021-03-19 06:00:00,sqrtA,6493.607629776
QZSS02,2021-03-19 06:00:00,Toe,453600.0
QZSS02,2021-03-19 06:00:00,Cic,-2.700835466385e-06
QZSS02,2021-03-19 06:00:00,Omega0,1.724483391884
QZSS02,2021-03-19 06:00:00,Cis,-1.596286892891e-06
QZSS02,2021-03-19 06:00:00,Io,0.7417722361225
QZSS02,2021-03-19 06:00:00,Crc,141.21875
QZSS02,2021-03-19 06:00:00,omega,-1.566545247778
QZSS02,2021-03-19 06:00:00,OmegaDot,-1.26826711413e-09
QZSS02,2021-03-19 06:00:00,IDOT,1.008256283636e-09
QZSS02,2021-03-19 06:00:00,CodesL2,2.0
QZSS02,2021-03-19 06:00:00,GPSWeek,2149.0
QZSS02,2021-03-19 06:00:00,L2Pflag,0.0
QZSS02,2021-03-19 06:00:00,SVacc,2.8
QZSS02,2021-03-19 06:00:00,health,0.0
QZSS02,2021-03-19 06:00:00,TGD,9.313225746155e-10
QZSS02,2021-03-19 06:00:00,IODC,821.0
QZSS02,2021-03-19 06:00:00,TransTime,450006.0
QZSS02,2021-03-19 06:00:00,FitIntvl,0.0
QZSS03,2021-03-19 06:00:00,SVclockBias,-1.947395503521e-06
QZSS03,2021-03-19 06:00:00,SVclockDrift,-5.684341886081e-13
QZSS03,2021-03-19 06:00:00,SVclockDriftRate,0.0
QZSS03,2021-03-19 06:00:00,IODE,53.0
QZSS03,2021-03-19 06:00:00,Crs,-782.1875
QZSS03,2021-03-19 06:00:00,DeltaN,2.375098932404e-09
QZSS03,2021-03-19 06:00:00,M0,2.241818238511
QZSS03,2021-03-19 06:00:00,Cuc,-2.388283610344e-05
QZSS03,2021-03-19 06:00:00,Eccentricity,0.07449353730772
QZSS03,2021-03-19 06:00:00,Cus,2.868473529816e-07
QZSS03,2021-03-19 06:00:00,sqrtA,6493.243501663
QZSS03,2021-03-19 06:00:00,Toe,453600.0
QZSS03,2021-03-19 06:00:00,Cic,8.009374141693e-07
QZSS03,2021-03-19 06:00:00,Omega0,-2.858406864439
QZSS03,2021-03-19 06:00:00,Cis,-5.196779966354e-07
QZSS03,2021-03-19 06:00:00,Io,0.7128469546512
QZSS03,2021-03-19 06:00:00,Crc,190.0
QZSS03,2021-03-19 06:00:00,omega,-1.572317210077
QZSS03,2021-03-19 06:00:00,OmegaDot,-2.624752188607e-09
QZSS03,2021-03-19 06:00:00,IDOT,-1.892935991239e-11
QZSS03,2021-03-19 06:00:00,CodesL2,2.0
QZSS03,2021-03-19 06:00:00,GPSWeek,2149.0
QZSS03,2021-03-19 06:00:00,L2Pflag,0.0
QZSS03,2021-03-19 06:00:00,SVacc,2.8
QZSS03,2021-03-19 06:00:00,health,0.0
QZSS03,2021-03-19 06:00:00,TGD,0.0
QZSS03,2021-03-19 06:00:00,IODC,821.0
QZSS03,2021-03-19 06:00:00,TransTime,450006.0
QZSS03,2021-03-19 06:00:00,FitIntvl,0.0
QZSS01,2021-03-19 06:00:00,SVclockBias,-0.000356353353709
QZSS01,2021-03-19 06:00:00,SVclockDrift,-3.410605131648e-12
QZSS01,2021-03-19 06:00:00,SVclockDriftRate,0.0
QZSS01,2021-03-19 06:00:00,IODE,53.0
QZSS01,2021-03-19 06:00:00,Crs,-84.46875
QZSS01,2021-03-19 06:00:00,DeltaN,3.218705500575e-09
QZSS01,2021-03-19 06:00:00,M0,-0.06464870083217
QZSS01,2021-03-19 06:00:00,Cuc,-2.73622572422e-06
QZSS01,2021-03-19 06:00:00,Eccentricity,0.07490333844908
QZSS01,2021-03-19 06:00:00,Cus,3.164634108543e-06
QZSS01,2021-03-19 06:00:00,sqrtA,6492.959028244
QZSS01,2021-03-19 06:00:00,Toe,453600.0
QZSS01,2021-03-19 06:00:00,Cic,-3.837049007416e-07
QZSS01,2021-03-19 06:00:00,Omega0,-0.5584443968107
QZSS01,2021-03-19 06:00:00,Cis,2.793967723846e-08
QZSS01,2021-03-19 06:00:00,Io,0.7311078837037
QZSS01,2021-03-19 06:00:00,Crc,76.34375
QZSS01,2021-03-19 06:00:00,omega,-1.572068860715
QZSS01,2021-03-19 06:00:00,OmegaDot,-3.484073697083e-09
QZSS01,2021-03-19 06:00:00,IDOT,1.428630936784e-12
QZSS01,2021-03-19 06:00:00,CodesL2,2.0
QZSS01,2021-03-19 06:00:00,GPSWeek,2149.0
QZSS01,2021-03-19 06:00:00,L2Pflag,0.0
QZSS01,2021-03-19 06:00:00,SVacc,2.8
QZSS01,2021-03-19 06:00:00,health,0.0
QZSS01,2021-03-19 06:00:00,TGD,-5.587935447693e-09
QZSS01,2021-03-19 06:00:00,IODC,821.0
QZSS01,2021-03-19 06:00:00,TransTime,450036.0
QZSS01,2021-03-19 06:00:00,FitIntvl,0.0
QZSS07,2021-03-19 07:00:00,SVclockBias,-1.396983861923e-08
QZSS07,2021-03-19 07:00:00,SVclockDrift,0.0
QZSS07,2021-03-19 07:00:00,SVclockDriftRate,0.0
QZSS07,2021-03-19 07:00:00,IODE,57.0
QZSS07,2021-03-19 07:00:00,Crs,-455.40625
QZSS07,2021-03-19 07:00:00,DeltaN,0.0
QZSS07,2021-03-19 07:00:00,M0,0.8645974424339
QZSS07,2021-03-19 07:00:00,Cuc,-1.472234725952e-05
QZSS07,2021-03-19 07:00:00,Eccentricity,0.0001403127098456
QZSS07,2021-03-19 07:00:00,Cus,6.157904863358e-06
QZSS07,2021-03-19 07:00:00,sqrtA,6493.442138672
QZSS07,2021-03-19 07:00:00,Toe,457200.0
QZSS07,2021-03-19 07:00:00,Cic,4.265457391739e-06
QZSS07,2021-03-19 07:00:00,Omega0,0.3835792796509
QZSS07,2021-03-19 07:00:00,Cis,1.681968569756e-06
QZSS07,2021-03-19 07:00:00,Io,0.001244166475956
QZSS07,2021-03-19 07:00:00,Crc,-189.875
QZSS07,2021-03-19 07:00:00,omega,2.892828305728
QZSS07,2021-03-19 07:00:00,OmegaDot,1.085045196488e-09
QZSS07,2021-03-19 07:00:00,IDOT,0.0
QZSS07,2021-03-19 07:00:00,CodesL2,2.0
QZSS07,2021-03-19 07:00:00,GPSWeek,2149.0
QZSS07,2021-03-19 07:00:00,L2Pflag,0.0
QZSS07,2021-03-19 07:00:00,SVacc,2.8
QZSS07,2021-03-19 07:00:00,health,0.0
QZSS07,2021-03-19 07:00:00,TGD,-5.587935447693e-09
QZSS07,2021-03-19 07:00:00,IODC,825.0
QZSS07,2021-03-19 07:00:00,TransTime,453606.0
QZSS07,2021-03-19 07:00:00,FitIntvl,0.0
QZSS02,2021-03-19 07:00:00,SVclockBias,3.647059202194e-06
QZSS02,2021-03-19 07:00:00,SVclockDrift,6.821210263297e-13
QZSS02,2021-03-19 07:00:00,SVclockDriftRate,0.0
QZSS02,2021-03-19 07:00:00,IODE,57.0
QZSS02,2021-03-19 07:00:00,Crs,873.15625
QZSS02,2021-03-19 07:00:00,DeltaN,1.812932658779e-09
QZSS02,2021-03-19 07:00:00,M0,-2.067039532996
QZSS02,2021-03-19 07:00:00,Cuc,2.686120569706e-05
QZSS02,2021-03-19 07:00:00,Eccentricity,0.07466388249304
QZSS02,2021-03-19 07:00:00,Cus,1.739710569382e-06
QZSS02,2021-03-19 07:00:00,sqrtA,6493.628883362
QZSS02,2021-03-19 07:00:00,Toe,457200.0
QZSS02,2021-03-19 07:00:00,Cic,-5.215406417847e-08
QZSS02,2021-03-19 07:00:00,Omega0,1.724486907276
QZSS02,2021-03-19 07:00:00,Cis,-8.735805749893e-07
QZSS02,2021-03-19 07:00:00,Io,0.7417679790309
QZSS02,2021-03-19 07:00:00,Crc,152.125
QZSS02,2021-03-19 07:00:00,omega,-1.566644342922
QZSS02,2021-03-19 07:00:00,OmegaDot,-2.055442760298e-09
QZSS02,2021-03-19 07:00:00,IDOT,2.93226499775e-10
QZSS02,2021-03-19 07:00:00,CodesL2,2.0
QZSS02,2021-03-19 07:00:00,GPSWeek,2149.0
QZSS02,2021-03-19 07:00:00,L2Pflag,0.0
QZSS02,2021-03-19 07:00:00,SVacc,2.8
QZSS02,2021-03-19 07:00:00,health,0.0
QZSS02,2021-03-19 07:00:00,TGD,9.313225746155e-10
QZSS02,2021-03-19 07:00:00,IODC,825.0
QZSS02,2021-03-19 07:00:00,TransTime,453606.0
QZSS02,2021-03-19 07:00:00,FitIntvl,0.0
QZSS03,2021-03-19 07:00:00,SVclockBias,-1.94925814867e-06
QZSS03,2021-03-19 07:00:00,SVclockDrift,-5.684341886081e-13
QZSS03,2021-03-19 07:00:00,SVclockDriftRate,0.0
QZSS03,2021-03-19 07:00:00,IODE,57.0
QZSS03,2021-03-19 07:00:00,Crs,-865.40625
QZSS03,2021-03-19 07:00:00,DeltaN,2.197234380774e-09
QZSS03,2021-03-19 07:00:00,M0,2.504426224045
QZSS03,2021-03-19 07:00:00,Cuc,-2.568587660789e-05
QZSS03,2021-03-19 07:00:00,Eccentricity,0.07449954515323
QZSS03,2021-03-19 07:00:00,Cus,8.381903171539e-08
QZSS03,2021-03-19 07:00:00,sqrtA,6493.22611618
QZSS03,2021-03-19 07:00:00,Toe,457200.0
QZSS03,2021-03-19 07:00:00,Cic,-4.023313522339e-07
QZSS03,2021-03-19 07:00:00,Omega0,-2.858408222027
QZSS03,2021-03-19 07:00:00,Cis,9.313225746155e-09
QZSS03,2021-03-19 07:00:00,Io,0.7128491709721
QZSS03,2021-03-19 07:00:00,Crc,208.65625
QZSS03,2021-03-19 07:00:00,omega,-1.572387589603
QZSS03,2021-03-19 07:00:00,OmegaDot,-2.125802833935e-09
QZSS03,2021-03-19 07:00:00,IDOT,-3.982308736286e-10
QZSS03,2021-03-19 07:00:00,CodesL2,2.0
QZSS03,2021-03-19 07:00:00,GPSWeek,2149.0
QZSS03,2021-03-19 07:00:00,L2Pflag,0.0
